statement,source,link,veracity,text,class
Gov. Scott Walker hired convicted Assembly Speaker Scott Jensen to oversee a raid on the state employee retirement system to help balance the state budget.,Chain email,/web/20180119175204/http://www.politifact.com/wisconsin/statements/2011/jan/21/chain-email/chain-e-mail-claims-gov-scott-walker-hired-convict/,Pants on Fire!,gov scott walker hire convict assembly speaker scott jensen oversee raid state employee retirement system help balance state budget,0
"The impact of the 2010 federal health care legislation will be ""huge"" on Georgia.",Nathan Deal,/web/20180119175204/http://www.politifact.com/georgia/statements/2011/jan/21/nathan-deal/deal-healthcare-prediction-needs-more-details/,Mostly True,impact 2010 federal health care legislation huge georgia,1
"""Ben Franklin once quipped that only two things in life were certain: death and taxes. I think even he didn't envision that the tax man would visit on the day of your death.""",Jay Hottinger,/web/20180119175204/http://www.politifact.com/ohio/statements/2011/jan/21/jay-hottinger/rep-jay-hottingers-assessment-founding-father-unfo/,False, ben franklin quip thing life certain death taxis think didn t envision tax man visit day death ,0
"The health care law is ""job killing.""",Eric Cantor,/web/20180119175204/http://www.politifact.com/truth-o-meter/statements/2011/jan/20/eric-cantor/health-care-law-job-killer-evidence-falls-short/,False,health care law job kill ,0
"Says 2010 was the ""worst year ever for America's doctors"" reimbursed by Medicare.",Michael Burgess,/web/20180119175204/http://www.politifact.com/texas/statements/2011/jan/20/michael-burgess/michael-burgess-says-2010-was-worst-year-ever-doct/,False,say 2010 bad year america s doctor reimburse medicare,0
"""92 percent"" of President Barack Obama's administration has ""never worked outside government.""",Steve Southerland,/web/20180119175204/http://www.politifact.com/florida/statements/2011/jan/20/steve-southerland/92-percent-obama-administration-has-no-private-sec/,False, 92 percent president barack obama s administration work outside government ,0
"""We had a debate on whether ‘ObamaCare’ was the way to go to fix up health care and the American voters said no -- emphatically.""",Jim Sensenbrenner,/web/20180119175224/http://www.politifact.com/wisconsin/statements/2011/jan/20/jim-sensenbrenner/rep-jim-sensenbrenner-says-americans-have-emphatic/,Mostly False, debate ' obamacare ' way fix health care american voter say emphatically ,0
"Under federal law, Jared Loughner ""would not have been able to buy a gun"" had he been identified as mentally ill.",Sherrod Brown,/web/20180119175224/http://www.politifact.com/ohio/statements/2011/jan/20/sherrod-brown/sen-sherrod-brown-laments-system-failure-allowed-j/,Mostly True,federal law jar loughner able buy gun identify mentally ill,1
"Between 2000 and 2006,  ""health insurance company profits quadrupled.""",Chris Van Hollen,/web/20180119175224/http://www.politifact.com/truth-o-meter/statements/2011/jan/19/chris-van-hollen/rep-chris-van-hollen-says-insurance-company-profit/,Mostly True,2000 2006   health insurance company profit quadruple ,1
"""Between the year 2000 and 2006, (insurance) premiums in this country doubled.""",Chris Van Hollen,/web/20180119175224/http://www.politifact.com/truth-o-meter/statements/2011/jan/19/chris-van-hollen/rep-chris-van-hollen-says-insurance-premiums-doubl/,Mostly True, year 2000 2006 insurance premium country double ,1
Says he’s the first Aggie governor of Texas.,Rick Perry,/web/20180119175224/http://www.politifact.com/texas/statements/2011/jan/19/rick-perry/rick-perry-says-aggies-were-kept-out-governors-off/,True,say aggie governor texas,1
"The nation's food supply is ""99.99 percent safe.""",Jack Kingston,/web/20180119175224/http://www.politifact.com/georgia/statements/2011/jan/19/jack-kingston/georgia-congressman-says-food-supply-extremely-saf/,Mostly False,nation s food supply 99 99 percent safe ,0
"If the Stamp Farm wind turbine is built, the ""health risk of 'flicker' impact created by shadows of blades of turbines poses real and significant health risks, particularly seizures.""",Laurence Ehrhardt,/web/20180119175224/http://www.politifact.com/rhode-island/statements/2011/jan/19/laurence-ehrhardt/north-kingstown-wind-turbine-critics-say-spinning-/,Pants on Fire!,stamp farm wind turbine build health risk flicker impact create shadow blade turbine pose real significant health risk particularly seizure ,0
"""The refusal of many federal employees to fly coach costs taxpayers $146 million annually.""",Newsmax,/web/20180119175224/http://www.politifact.com/truth-o-meter/statements/2011/jan/18/newsmax/newsmax-courts-readers-statistic-about-federal-was/,Mostly True, refusal federal employee fly coach cost taxpayer 146 million annually ,1
"In Wisconsin, 98 percent of all small businesses will qualify for income-tax relief under my plan, freeing them to expand and create jobs.",Scott Walker,/web/20180119175224/http://www.politifact.com/wisconsin/statements/2011/jan/18/scott-walker/wisconsin-gov-scott-walker-says-his-tax-cut-plan-w/,False,wisconsin 98 percent small business qualify income tax relief plan free expand create job,0
"Under current U.S. immigration policy, ""literally one person with a green card"" can, in the extreme, bring in more than 270 of his relatives.",Phil Gingrey,/web/20180119175224/http://www.politifact.com/georgia/statements/2011/jan/18/phil-gingrey/marietta-republican-says-single-immigrant-can-lead/,False,current u s immigration policy literally person green card extreme bring 270 relative,0
"Says that before health care reform, one of every three health care dollars spent -- more than $800 billion a year -- didn't go for health care.",Dennis Kucinich,/web/20180119175224/http://www.politifact.com/ohio/statements/2011/jan/18/dennis-kucinich/rep-dennis-kucinich-claims-chunk-health-care-dolla/,Mostly True,say health care reform health care dollar spend 800 billion year didn t health care,1
"""Some of the men serving in the (Afghan) armed forces have never driven a vehicle before.""",Marco Rubio,/web/20180119175224/http://www.politifact.com/florida/statements/2011/jan/17/marco-rubio/aghan-soliders-first-car-hmmwv-marco-rubio-says/,True, man serve afghan armed force drive vehicle ,1
"""This kind of snowstorm happens every 10 or 15 years.""",John Eaves,/web/20180119175224/http://www.politifact.com/georgia/statements/2011/jan/17/john-eaves/was-snowstorm-rare/,True, kind snowstorm happen 10 15 year ,1
"""Martin Luther King Jr. was a Republican!""",Raging Elephants,/web/20180119175224/http://www.politifact.com/texas/statements/2011/jan/17/raging-elephants/houston-group-says-martin-luther-king-jr-was-repub/,False, martin luther king jr republican ,0
"""The incoming Republican freshman class – well, it’s no ordinary group: nearly half of its roughly 80 members have never served in elective office before.""",Greg Walden,/web/20180119175224/http://www.politifact.com/oregon/statements/2011/jan/17/greg-walden/rep-greg-walden-says-nearly-half-incoming-republic/,Mostly False, incoming republican freshman class – ordinary group nearly half roughly 80 member serve elective office ,0
Says Ohio Attorney General Mike DeWine is hypocritical for challenging the constitutionality of the new health care law.,Ohio Alliance for Retired Americans,/web/20180119175224/http://www.politifact.com/ohio/statements/2011/jan/17/ohio-alliance-retired-americans/attack-dewines-health-reform-position-voluntarily-/,False,say ohio attorney general mike dewine hypocritical challenge constitutionality new health care law,0
"""Recent studies have confirmed that any academic benefits of government funded preschool disappear by the fourth grade.""",Glenn Grothman,/web/20180119175224/http://www.politifact.com/wisconsin/statements/2011/jan/16/glenn-grothman/wisconsin-state-sen-glenn-grothman-says-recent-res/,False, recent study confirm academic benefit government fund preschool disappear fourth grade ,0
"TriMet is ""spending 4.2 million in fed funds to save $168K per year.""",Lars Larson,/web/20180119175227/http://www.politifact.com/oregon/statements/2011/jan/15/lars-larson/larson-accuses-trimet-investing-too-much-prospecti/,Mostly True,trimet spend 4 2 million fed fund save 168k year ,1
"""On average, Americans spend less than 10 percent of their disposable income on food. Compare that to folks in Mexico, who spend 22 percent, China, 28 percent and Russia, 37 percent.""",Todd Staples,/web/20180119175227/http://www.politifact.com/texas/statements/2011/jan/15/todd-staples/agriculture-commissioner-todd-staples-says-america/,Mostly True, average americans spend 10 percent disposable income food compare folk mexico spend 22 percent china 28 percent russia 37 percent ,1
"Says 15,000 IRS employees ""have to be added to administer ‘ObamaCare’ and look at the tax implications.""",Jeff Fitzgerald,/web/20180119175227/http://www.politifact.com/wisconsin/statements/2011/jan/14/jeff-fitzgerald/wisconsin-assembly-speaker-jeff-fitzgerald-says-ir/,Mostly False,say 15 000 irs employee add administer ' obamacare ' look tax implication ,0
"""Whether you like to admit it or not, half our general revenue goes to education.""",Mike Haridopolos,/web/20180119175227/http://www.politifact.com/florida/statements/2011/jan/14/mike-haridopolos/florida-senate-president-warns-education-funding-c/,True, like admit half general revenue go education ,1
"""A record number of Hispanics were elected to the U.S House of Representatives...""",Jeb Bush,/web/20180119175227/http://www.politifact.com/florida/statements/2011/jan/13/jeb-bush/jeb-bush-says-record-number-hispanics-elected-us-h/,Mostly True, record number hispanic elect u s house representative ,1
"The White House ""branded"" the memorial service for the Tucson shootings with a ""Together We Thrive"" logo and slogan.",Michelle  Malkin,/web/20180119175227/http://www.politifact.com/truth-o-meter/statements/2011/jan/13/michelle-malkin/did-white-house-brand-arizona-memorial-service-log/,False,white house brand memorial service tucson shooting thrive logo slogan,0
"""When we look at the number of murders in the United States (in) 2009, we had 9,500 people murdered. When we look around the world, we see ... large countries, the U.K., Germany, Japan had 200 or less killed in a year.""",Frank Lautenberg,/web/20180119175227/http://www.politifact.com/truth-o-meter/statements/2011/jan/13/frank-lautenberg/frank-lautenberg-says-us-has-9500-gun-murders-year/,Mostly True, look number murder united states 2009 9 500 people murder look world large country u k germany japan 200 kill year ,1
"""I have fought for our shared values without being an ideologue or a partisan""",Chris Abele,/web/20180119175227/http://www.politifact.com/wisconsin/statements/2011/jan/13/chris-abele/milwaukee-county-executive-candidate-chris-abele-s/,Mostly False, fight share value ideologue partisan,0
Says she condemned violence at a campaign stop in Arizona in March.,Sarah Palin,/web/20180119175227/http://www.politifact.com/truth-o-meter/statements/2011/jan/12/sarah-palin/sarah-palin-did-condemn-violence-march-campaign-ra/,True,say condemn violence campaign stop arizona march,1
"Says the claims that Texas faces a $27 billion shortfall ""are flat-out false.""",Talmadge Heflin,/web/20180119175227/http://www.politifact.com/texas/statements/2011/jan/12/talmadge-heflin/talmadge-heflin-says-claims-state-government-27-bi/,False,say claim texas face 27 billion shortfall flat false ,0
"""We had an amendment in the health care law that said the federal government is going to take over education.""",Allen West,/web/20180119175227/http://www.politifact.com/florida/statements/2011/jan/11/allen-west/west-says-feds-are-going-take-over-education/,False, amendment health care law say federal government go education ,0
Members of Congress and their families and staff are exempt from repaying student loans.,Chain email,/web/20180119175227/http://www.politifact.com/truth-o-meter/statements/2011/jan/11/chain-email/do-members-congress-have-pay-back-student-loans-ye/,Pants on Fire!,member congress family staff exempt repay student loan,0
"Says he ""had to impose tougher cost controls on state employees than"" any previous Wisconsin governor.",Jim Doyle,/web/20180119175227/http://www.politifact.com/wisconsin/statements/2011/jan/11/jim-doyle/former-wisconsin-gov-jim-doyle-says-he-imposed-tou/,Mostly True,say impose tough cost control state employee previous wisconsin governor,1
"Georgia lawmakers fuel up for the session by feasting on ""wild"" hogs.",New Georgia Encyclopedia,/web/20180119175227/http://www.politifact.com/georgia/statements/2011/jan/11/new-georgia-encyclopedia/georgia-politicos-pork-out-wild-pig-begin-each-leg/,True,georgia lawmaker fuel session feast wild hog,1
"""Following the 2009 session,"" Texas House Speaker Joe Straus ""was acknowledged and ‘thanked’ for his ‘tireless efforts’ by Planned Parenthood, the nation’s premier abortion provider.""",Heidi Group,/web/20180119175227/http://www.politifact.com/texas/statements/2011/jan/11/heidi-group/activists-say-planned-parenthood-nations-premier-a/,True, follow 2009 session texas house speaker joe straus acknowledge ' thank ' ' tireless effort ' plan parenthood nation premier abortion provider ,1
"Says the person who Florida U.S. Rep. Allen West first hired as chief of staff told people attending a Tea Party rally that, 'We will use bullets if ballots don't work.'",Debbie Wasserman Schultz,/web/20180119175227/http://www.politifact.com/florida/statements/2011/jan/10/debbie-wasserman-schultz/arizona-shooting-prompts-questions-about-civility-/,True,say person florida u s rep allen west hire chief staff tell people attend tea party rally use bullet ballot don t work ,1
"The City of Milwaukee ""uses the building inspection area as a revenue base.""",Lee Holloway,/web/20180119175248/http://www.politifact.com/wisconsin/statements/2011/jan/10/lee-holloway/acting-milwaukee-county-executive-lee-holloway-acc/,False,city milwaukee use building inspection area revenue base ,0
"""Our spending has caught up with us, and our debt soon will eclipse the entire size of our national economy.""",John Boehner,/web/20180119175248/http://www.politifact.com/ohio/statements/2011/jan/10/john-boehner/house-speaker-john-boehner-has-right-count-magnitu/,True, spending catch debt soon eclipse entire size national economy ,1
"Wisconsin’s lawsuit rules are so anti-business that the state’s system is ""one of the most promiscuous"" in America.",National Federation of Independent Business-Wisconsin,/web/20180119175248/http://www.politifact.com/wisconsin/statements/2011/jan/09/national-federation-independent-business-wiscons/national-federation-independent-business-says-wisc/,False,wisconsin lawsuit rule anti business state system promiscuous america,0
Portland spent nearly $1 million in federal stimulus money to install bike path signs where they already existed.,Victoria Taft,/web/20180119175248/http://www.politifact.com/oregon/statements/2011/jan/08/victoria-taft/victoria-taft-says-city-spent-nearly-1-million-red/,False,portland spend nearly 1 million federal stimulus money install bike path sign exist,0
New provisions of the health care law bar the use of flexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.,Pat Mullins,/web/20180119175248/http://www.politifact.com/virginia/statements/2011/jan/07/pat-mullins/gop-chairman-mullins-says-health-care-bill-end-pre/,True,new provision health care law bar use   flexible spending account health saving account pay aspirin non prescription health need,1
"In preparing a rules package for the 112th Congress, the GOP had no discussions with Democrats.",Steny Hoyer,/web/20180119175248/http://www.politifact.com/truth-o-meter/statements/2011/jan/07/steny-hoyer/steny-hoyer-says-gop-didnt-consult-democrats-new-h/,False,prepare rule package 112th congress gop discussion democrats,0
The state is able to sharply curtail contract bargaining rights for state employee unions.,Scott Walker,/web/20180119175248/http://www.politifact.com/wisconsin/statements/2011/jan/07/scott-walker/wisconsin-gov-scott-walker-says-state-can-severely/,Mostly True,state able sharply curtail contract bargaining right state employee union,1
"""You’ll find blacks in almost every regiment throughout the South who fought right alongside white Southerners,"" during the Civil War.",Ray McBerry,/web/20180119175248/http://www.politifact.com/georgia/statements/2011/jan/07/ray-mcberry/sons-confederate-veterans-spokesman-said-blacks-fo/,Pants on Fire!, find black regiment south fight right alongside white southerner civil war,0
"Says the 3C Corridor train would have taken  ""an hour and 15 minutes longer"" to carry passengers across Ohio ""than it would have taken on a New York Central train in 1935.""",Brent Larkin,/web/20180119175248/http://www.politifact.com/ohio/statements/2011/jan/07/brent-larkin/columnist-brent-larkins-claim-about-1935-steam-tra/,True,say 3c corridor train take   hour 15 minute long carry passenger ohio take new york central train 1935 ,1
"""The richest 1 percent of America will get a bigger tax cut through this bill than the family income of the average family here in Central Texas.""",Lloyd  Doggett,/web/20180119175248/http://www.politifact.com/texas/statements/2011/jan/07/lloyd-doggett/lloyd-doggett-says-richest-americans-getting-bigge/,Mostly True, rich 1 percent america big tax cut bill family income average family central texas ,1
"Says he ""led the effort to build a new (University of Wisconsin-Milwaukee) engineering campus in Wauwatosa.""",Jim Sullivan,/web/20180119175248/http://www.politifact.com/wisconsin/statements/2011/jan/06/jim-sullivan/milwaukee-county-executive-candidate-jim-sullivan-/,False,say lead effort build new university wisconsin milwaukee engineering campus wauwatosa ,0
"""It's taken more time to complete the Towpath Trail than it did to build the (Ohio & Erie) Canal.""",Dan Moore,/web/20180119175248/http://www.politifact.com/ohio/statements/2011/jan/06/dan-moore/metroparks-commissioner-dan-moore-knows-his-canal-/,True, s take time complete towpath trail build ohio erie canal ,1
"Says the state's Medicaid waiver proposal ""has languished in a file cabinet at the Centers for Medicare and Medicaid Services for more than two years.""",Rick Perry,/web/20180119175248/http://www.politifact.com/texas/statements/2011/jan/06/rick-perry/gov-rick-perry-says-state-medicaid-proposal-has-la/,Pants on Fire!,say state s medicaid waiver proposal languish file cabinet center medicare medicaid service year ,0
"""The Democratic majority led the 111th Congress to spend more money in two years than the first 100 congresses before them combined.""",Kevin McCarthy,/web/20180119175248/http://www.politifact.com/truth-o-meter/statements/2011/jan/05/kevin-mccarthy/kevin-mccarthy-says-111th-congress-spent-more-mone/,False, democratic majority lead 111th congress spend money year 100 congress combine ,0
"""More than 125 jobs have been created"" at the Milwaukee Job Corps Center.",Tom Barrett,/web/20180119175248/http://www.politifact.com/wisconsin/statements/2011/jan/05/tom-barrett/milwaukee-mayor-tom-barrett-says-125-jobs-have-bee/,Mostly True, 125 job create milwaukee job corps center,1
"""Ohio has lost more population than every other state in the country except for two.""",John Kasich,/web/20180119175248/http://www.politifact.com/ohio/statements/2011/jan/05/john-kasich/ohio-gov-elect-john-kasichs-claim-population-losse/,False, ohio lose population state country ,0
State governments have little ability to stimulate job growth in the short run.,David Wyss,/web/20180119175248/http://www.politifact.com/georgia/statements/2011/jan/05/david-wyss/economist-says-state-can-do-little-short-term-job-/,True,state government little ability stimulate job growth short run,1
"""I stopped requesting earmarks in 2008.""",Michael McCaul,/web/20180119175310/http://www.politifact.com/texas/statements/2011/jan/05/michael-mccaul/michael-mccaul-says-he-stopped-requesting-earmarks/,True, stop request earmark 2008 ,1
"""We can save $125 billion in simply not giving out money to Medicare recipients that don't exist for procedures that didn't happen.""",Darrell Issa,/web/20180119175310/http://www.politifact.com/truth-o-meter/statements/2011/jan/04/darrell-issa/rep-darrell-issa-claims-government-could-save-125-/,False, save 125 billion simply give money medicare recipient don t exist procedure didn t happen ,0
"""I never proposed privatizing the (Milwaukee County) airport.""",Jeff Stone,/web/20180119175310/http://www.politifact.com/wisconsin/statements/2011/jan/04/jeff-stone/wisconsin-rep-jeff-stone-says-he-never-proposed-pr/,True, propose privatize milwaukee county airport ,1
The city of Atlanta has $56 million in its reserves.,Kasim Reed,/web/20180119175310/http://www.politifact.com/georgia/statements/2011/jan/04/kasim-reed/numbers-show-support-reeds-claim-about-atlanta-fin/,Mostly True,city atlanta 56 million reserve,1
"""Rhode Island has the highest percentage of uninsured adults of any state in New England.""",Marie Ghazal,/web/20180119175310/http://www.politifact.com/rhode-island/statements/2011/jan/04/marie-ghazal/health-clinic-executive-says-rhode-island-has-high/,Mostly True, rhode island high percentage uninsured adult state new england ,1
"""In 1998, nearly half of Florida's fourth-graders were functionally illiterate. Today, 72% of them can read.""",Jeb Bush,/web/20180119175310/http://www.politifact.com/florida/statements/2011/jan/03/jeb-bush/jeb-bush-touts-education-gains-wall-street-journal/,Mostly True, 1998 nearly half florida s fourth grader functionally illiterate today 72 read ,1
"""We have the highest (corporate tax rates) in the world right now.""",Pat Toomey,/web/20180119175310/http://www.politifact.com/truth-o-meter/statements/2011/jan/03/pat-toomey/pat-toomey-says-us-has-highest-corporate-tax-rates/,Mostly True, high corporate tax rate world right ,1
"""I represent the fourth-poorest (congressional) district"" in the nation.",Gwen Moore,/web/20180119175310/http://www.politifact.com/wisconsin/statements/2011/jan/03/gwen-moore/us-rep-gwen-moore-says-her-district-fourth-poorest/,False, represent fourth poor congressional district nation,0
"""We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down.""",Ted Strickland,/web/20180119175310/http://www.politifact.com/ohio/statements/2011/jan/03/ted-strickland/gov-ted-strickland-correct-about-improvements-ohio/,True, state consecutive month decline unemployment state increase unemployment month go ,1
Says Texas Railroad Commissioner Michael Williams has attended more than 150 tea party gatherings.,Dean Wright,/web/20180119175310/http://www.politifact.com/texas/statements/2011/jan/03/dean-wright/austin-activist-says-michael-williams-has-attended/,False,say texas railroad commissioner michael williams attend 150 tea party gathering,0
"""The Greenest County in America.""",DeKalb County,/web/20180119175310/http://www.politifact.com/georgia/statements/2011/jan/03/dekalb-county/dekalb-greenest-county-nation-claim-gets-muddy/,Mostly False, green county america ,0
Proposed federal regulations would affect every street sign in the country,William Howell,/web/20180119175310/http://www.politifact.com/virginia/statements/2011/jan/01/william-howell/speaker-bill-howell-says-proposed-federal-regulati/,True,propose federal regulation affect street   sign country,1
Says one out of three U.S. homeless men is a veteran.,Texas Veterans Commission,/web/20180119175310/http://www.politifact.com/texas/statements/2011/jan/01/texas-veterans-commission/veterans-commission-representative-says-one-three-/,Mostly False,say u s homeless man veteran,0
"""In the last five years, 28,000 people have been killed along the U.S.-Mexico border.""",Lamar Smith,/web/20180119175310/http://www.politifact.com/texas/statements/2010/dec/31/lamar-smith/us-rep-lamar-smith-says-border-death-toll-28000/,False, year 28 000 people kill u s mexico border ,0
"""In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether it’s going to be funded in"" years to come.",Rick Perry,/web/20180119175310/http://www.politifact.com/texas/statements/2010/dec/29/rick-perry/rick-perry-says-employees-three-counties-left-soci/,Mostly True, 1981 matagorda brazoria galveston county opt social security program employee today program fund question go fund year come,1
"The tax-cut deal ""adds more than $800 billion to the deficit over two years -- more than the cost of TARP and more than the cost of the Recovery Act"" and about the same as health care reform.",Bobby  Scott,/web/20180119175310/http://www.politifact.com/virginia/statements/2010/dec/27/bobby-scott/rep-bobby-scott-says-tax-deal-costs-same-health-ca/,Mostly True,tax cut deal add 800 billion deficit year cost tarp cost recovery act health care reform,1
"Texas ""children may have a teacher who never spent one minute practicing teaching.""",Mike Villarreal,/web/20180119175310/http://www.politifact.com/texas/statements/2010/dec/26/mike-villarreal/rep-mike-villarreal-says-texas-students-may-have-t/,True,texas child teacher spend minute practice teaching ,1
"""Over 80 percent of the people want the shot to vote"" on whether to approve same-sex marriage, according to polls.","Vincent ""Buddy"" Cianci",/web/20180119175311/http://www.politifact.com/rhode-island/statements/2010/dec/26/vincent-buddy-cianci/cianci-says-polls-support-idea-more-80-percent-rho/,Mostly True, 80 percent people want shot vote approve sex marriage accord poll,1
"Portland Public Schools invites ""well-paid, well-fed school bureaucrats, administrators, teachers, other staff, non-needy students, affluent parents of students, and other adults, including on the other extreme the adult homeless, illegal aliens, fanatical Muslim terrorists, or drug addicted street people, to enjoy cheap breakfasts in taxpayer-paid school facilities amidst school children.""",Rees Lloyd,/web/20180119175311/http://www.politifact.com/oregon/statements/2010/dec/25/rees-lloyd/portland-public-schools-invites-all-adults-cheap-1/,Mostly False,portland public school invites pay feed school bureaucrat administrator teacher staff non needy student affluent parent student adult include extreme adult homeless illegal alien fanatical muslim terrorist drug addicted street people enjoy cheap breakfast taxpayer pay school facility amidst school child ,0
"""The Governor did not consult members of his own party before he released his [transportation] plan.""",Ward Armstrong,/web/20180119175311/http://www.politifact.com/virginia/statements/2010/dec/24/ward-armstrong/del-ward-armstrong-says-gov-mcdonnell-didnt-consul/,False, governor consult member party release transportation plan ,0
"Says Texas Republican leaders ""have proposed laying off thousands of teachers.""",Boyd Richie,/web/20180119175311/http://www.politifact.com/texas/statements/2010/dec/24/boyd-richie/democratic-chairman-says-republican-leaders-are-ca/,Mostly False,say texas republican leader propose lay thousand teacher ,0
"House Speaker Dean Cannon says that freshmen lawmakers account for one-third of the 120-member House, and that two-thirds of the chamber have two years or less experience.",Dean Cannon,/web/20180119175311/http://www.politifact.com/florida/statements/2010/dec/23/dean-cannon/dean-cannon-says-majority-state-house-has-two-year/,True,house speaker dean cannon say freshman lawmaker account 120 member house third chamber year experience,1
"""We continue to see these isolated incidents of people trying to vote five, six times a day.""",Scott Fitzgerald,/web/20180119175311/http://www.politifact.com/wisconsin/statements/2010/dec/23/scott-fitzgerald/wisconsin-state-sen-scott-fitzgerald-says-some-peo/,False, continue isolate incident people try vote time day ,0
"Says that ""all those who do not answer directly to the president, they've said (repealing Don't Ask, Don't Tell) is a terrible idea.""",Louie Gohmert,/web/20180119175311/http://www.politifact.com/texas/statements/2010/dec/23/louie-gohmert/louie-gohmert-says-those-who-dont-answer-directly-/,False,say answer directly president ve say repeal don t ask don t tell terrible idea ,0
Four out of 10 homicides are committed by gun in this city.,Sam Adams,/web/20180119175311/http://www.politifact.com/oregon/statements/2010/dec/23/sam-adams/portland-mayor-sam-adams-says-four-out-10-homicide/,True,10 homicide commit gun city,1
Unemployment and the housing and auto industry crises can be fixed by giving a million dollars to every worker over age 50 to retire.,Chain email,/web/20180119175311/http://www.politifact.com/rhode-island/statements/2010/dec/22/chain-email/simple-solution-economic-crisis-would-cost-more-th/,Pants on Fire!,unemployment housing auto industry crisis fix give million dollar worker age 50 retire,0
"""We have dozens of districts that go for 150 to 200 miles, splitting counties, splintering cities and connecting areas that have very little in common.""",Ellen Freidin,/web/20180119175311/http://www.politifact.com/florida/statements/2010/dec/21/ellen-freidin/districts/,Mostly True, dozen district 150 200 mile splitting county splinter city connect area little common ,1
"""You can go to Georgia and make about $6,000 more a year as a teacher.""",Martin Kiar,/web/20180119175311/http://www.politifact.com/florida/statements/2010/dec/21/martin-kiar/state-rep-kiar-says-teachers-georgia-earn-6000-mor/,True, georgia 6 000 year teacher ,1
Says the University of Wisconsin football program is spending almost all of its Bowl Championship Series payout on a Rose Bowl junket for politically connected officials,Charlie Sykes,/web/20180119175311/http://www.politifact.com/wisconsin/statements/2010/dec/21/charlie-sykes/charlie-sykes-says-university-wisconsin-will-spend/,Pants on Fire!,say university wisconsin football program spend bowl championship series payout rose bowl junket politically connect official,0
"Those who fail to buy health insurance under ""Obamacare"" face the threat of jail time.",Bob Marshall,/web/20180119175311/http://www.politifact.com/virginia/statements/2010/dec/20/bob-marshall/del-bob-marshall-says-violators-obama-health-care-/,Pants on Fire!,fail buy health insurance obamacare face threat jail time,0
"The Milwaukee business community ""did not speak about the facts"" -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.",Talgo Inc.,/web/20180119175311/http://www.politifact.com/wisconsin/statements/2010/dec/20/talgo-inc/talgo-says-milwaukee-business-community-did-not-sp/,True,milwaukee business community speak fact support train manufacturer talgo milwaukee madison rail link kill,1
"Once people become citizens under the DREAM Act ""and turn 21, they can sponsor their illegal immigrant parents for legalization.""",Lamar Smith,/web/20180119175311/http://www.politifact.com/texas/statements/2010/dec/20/lamar-smith/us-rep-lamar-smith-says-under-dream-act-new-citize/,Mostly True,people citizen dream act turn 21 sponsor illegal immigrant parent legalization ,1
"Earmarks requested in a federal spending bill included  ""$277,000 for potato pest management in Wisconsin.""",John McCain,/web/20180119175317/http://www.politifact.com/wisconsin/statements/2010/dec/19/john-mccain/john-mccain-says-federal-spending-bill-included-27/,True,earmark request federal spending bill include   277 000 potato pest management wisconsin ,1
"Says Transportation Secretary Ray LaHood will ""force you to stop using your cell phone"" while driving.",Lars Larson,/web/20180119175317/http://www.politifact.com/oregon/statements/2010/dec/18/lars-larson/government-going-pry-your-cell-phone-phone-your-co/,False,say transportation secretary ray lahood force stop cell phone drive,0
"Teachers ""are working their third consecutive year -- some longer than that -- without salary increases.""",Kitty Boitnott,/web/20180119175317/http://www.politifact.com/virginia/statements/2010/dec/17/kitty-boitnott/vea-president-kitty-boitnott-says-virginia-teacher/,False,teacher work consecutive year long salary increase ,0
"""Every student paying out-of-state tuition actually covers more than the cost of instruction.""",James  Jolly,/web/20180119175317/http://www.politifact.com/georgia/statements/2010/dec/17/james-jolly/university-system-official-says-out-state-tuition-/,True, student pay state tuition actually cover cost instruction ,1
"The Democrats' health care reform law is a ""government takeover of health care.""",Robert Hurt,/web/20180119175317/http://www.politifact.com/virginia/statements/2010/dec/16/robert-hurt/robert-hurt-calls-health-care-reform-law-governmen/,False,democrats health care reform law   government takeover health care ,0
"""Since January 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000.""",Tim Pawlenty,/web/20180119175317/http://www.politifact.com/truth-o-meter/statements/2010/dec/16/tim-pawlenty/tim-pawlenty-repeats-questionable-statistic-growth/,Pants on Fire!, january 2008 private sector lose nearly 8 million job local state federal government add 590 000 ,0
"""Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center.""",Steve Kagen,/web/20180119175317/http://www.politifact.com/wisconsin/statements/2010/dec/16/steve-kagen/us-rep-steve-kagen-says-new-veterans-clinic-has-al/,Pants on Fire!, mayor green bay have ribbon cutting ribbon cutting economic development new va center ,0
"Says that in his first 17 months as president, the United States doubled its world-leading $500 million a year commitment to fighting global AIDS.",George W. Bush,/web/20180119175317/http://www.politifact.com/texas/statements/2010/dec/16/george-w-bush/president-bush-says-united-states-doubled-its-comm/,True,say 17 month president united states double world lead 500 million year commitment fight global aid,1
"""We are the only state in the country that state employees don't contribute [to their pensions].""",Rick Scott,/web/20180119175317/http://www.politifact.com/florida/statements/2010/dec/15/rick-scott/florida-government-workers-only-country-not-contri/,Mostly True, state country state employee don t contribute pension ,1
